county,code,white_pop,rank
"Van Wert County, OH",39161,"27,515",1360
"Mason County, MI",26105,"27,466",1361
"Park County, WY",56029,"27,431",1362
"Chippewa County, MI",26033,"27,370",1363
"Carroll County, OH",39019,"27,311",1364
"Washington County, IN",18175,"27,299",1365
"Adams County, OH",39001,"27,298",1366
"Lincoln, WI",55069,"27,293",1367
"Wyoming County, PA",42131,"27,239",1368
"Jennings County, IN",18079,"27,229",1369
"Russell County, VA",51167,"27,209",1370
"Thomas County, GA",13275,"27,206",1371
"Fayette County, TN",47047,"27,171",1372
"Pike County, OH",39131,"27,158",1373
"Delaware County, OK",40041,"27,112",1374
"Fayette County, OH",39047,"27,064",1375
"Iroquois County, IL",17075,"27,048",1376
"Mississippi County, AR",5093,"27,013",1377
"Pontotoc County, OK",40123,"26,997",1378
"Wells County, IN",18179,"26,968",1379
"Louisa County, VA",51109,"26,952",1380
"Washington County, TX",48477,"26,919",1381
"Person County, NC",37145,"26,918",1382
"Sequoyah County, OK",40135,"26,875",1383
"Perry County, KY",21193,"26,813",1384
"Harlan County, KY",21095,"26,775",1385
"Door, WI",55029,"26,775",1385
"Wasatch County, UT",49051,"26,750",1387
"Bryan County, GA",13029,"26,736",1388
"Carter County, KY",21043,"26,736",1388
"Dunklin County, MO",29069,"26,668",1390
"Malheur County, OR",41045,"26,603",1391
"Pine County, MN",27115,"26,585",1392
"White County, GA",13311,"26,542",1393
"Marion County, TN",47115,"26,533",1394
"Le Sueur County, MN",27079,"26,471",1395
"Obion County, TN",47131,"26,467",1396
"Meade County, KY",21163,"26,449",1397
"Caroline County, MD",24011,"26,419",1398
"Henry County, OH",39069,"26,390",1399
"Codington County, SD",46029,"26,378",1400
"Mason County, WV",54053,"26,370",1401
"Haralson County, GA",13143,"26,354",1402
"Montgomery County, IL",17135,"26,345",1403
"Boyle County, KY",21021,"26,342",1404
"Bell County, KY",21013,"26,288",1405
"Grant County, NM",35017,"26,286",1406
"Marion County, MO",29127,"26,255",1407
"Lewis County, NY",36049,"26,250",1408
"Mineral County, WV",54057,"26,212",1409
"Gilmer County, GA",13123,"26,184",1410
"Isle of Wight County, VA",51093,"26,162",1411
"Orleans County, VT",50019,"26,137",1412
"Harris County, GA",13145,"26,115",1413
"Lawrence County, AL",1079,"26,108",1414
"Union County, AR",5139,"26,064",1415
"Tift County, GA",13277,"26,005",1416
"Carroll County, AR",5015,"25,856",1417
"Clay County, IN",18021,"25,848",1418
"Montgomery County, KY",21173,"25,841",1419
"Okmulgee County, OK",40111,"25,836",1420
"Summit County, CO",8117,"25,825",1421
"Geary County, KS",20061,"25,772",1422
"Dougherty County, GA",13095,"25,715",1423
"Wakulla County, FL",12129,"25,709",1424
"Webster Parish, LA",22119,"25,658",1425
"Morgan County, CO",8087,"25,655",1426
"Lincoln Parish, LA",22061,"25,626",1427
"Boone County, IA",19015,"25,618",1428
"Palo Pinto County, TX",48363,"25,558",1429
"Cherokee County, NC",37039,"25,518",1430
"Sanpete County, UT",49039,"25,508",1431
"Lassen County, CA",6035,"25,461",1432
"Decatur County, IN",18031,"25,387",1433
"White County, TN",47185,"25,363",1434
"Ashe County, NC",37009,"25,354",1435
"Jefferson Davis Parish, LA",22053,"25,191",1436
"Cherokee County, OK",40021,"25,154",1437
"Benton County, IA",19011,"25,147",1438
"Grayson County, KY",21085,"25,112",1439
"Barton County, KS",20009,"25,106",1440
"Nicholas County, WV",54067,"25,090",1441
"Giles County, TN",47055,"25,022",1442
"Dickinson County, MI",26043,"25,007",1443
"Taos County, NM",35055,"24,936",1444
"Juneau, WI",55057,"24,911",1445
"Oceana County, MI",26127,"24,906",1446
"Henderson County, TN",47077,"24,895",1447
"Baldwin County, GA",13009,"24,874",1448
"Charlevoix County, MI",26029,"24,866",1449
"Pontotoc County, MS",28115,"24,863",1450
"Cleburne County, AR",5023,"24,850",1451
"Jefferson County, ID",16051,"24,844",1452
"Posey County, IN",18129,"24,789",1453
"Gladwin County, MI",26051,"24,704",1454
"Carroll County, TN",47017,"24,663",1455
"Amherst County, VA",51009,"24,609",1456
"Cass County, NE",31025,"24,604",1457
"Brown County, MN",27015,"24,587",1458
"Mingo County, WV",54059,"24,538",1459
"Randolph County, IN",18135,"24,524",1460
"Monroe County, MS",28095,"24,510",1461
"Iosco County, MI",26069,"24,405",1462
"Uvalde County, TX",48463,"24,350",1463
"Hardin County, TN",47071,"24,331",1464
"Cass County, MN",27021,"24,315",1465
"Yates County, NY",36123,"24,269",1466
"Logan County, KY",21141,"24,252",1467
"Gillespie County, TX",48171,"24,205",1468
"Powhatan County, VA",51145,"24,190",1469
"Meade County, SD",46093,"24,176",1470
"Cherokee County, AL",1019,"24,156",1471
"Austin County, TX",48015,"24,123",1472
"Cass County, TX",48067,"24,110",1473
"Miller County, MO",29131,"24,074",1474
"Titus County, TX",48449,"24,033",1475
"Madison County, GA",13195,"24,028",1476
"Logan County, IL",17107,"24,020",1477
"Lamoille County, VT",50015,"24,015",1478
"Upshur County, WV",54097,"24,008",1479
"Johnson County, AR",5071,"24,004",1480
"Juniata County, PA",42067,"23,993",1481
"Crawford County, MO",29055,"23,953",1482
"McNairy County, TN",47109,"23,943",1483
"Texas County, MO",29215,"23,898",1484
"Cheboygan County, MI",26031,"23,858",1485
"Custer County, OK",40039,"23,856",1486
"Plymouth County, IA",19149,"23,828",1487
"Franklin County, KS",20059,"23,816",1488
"Union County, OR",41061,"23,792",1489
"Bremer County, IA",19017,"23,758",1490
"Hoke County, NC",37093,"23,751",1491
"Washington County, MO",29221,"23,702",1492
"Lincoln County, MS",28085,"23,665",1493
"Adair County, MO",29001,"23,649",1494
"Newberry County, SC",45071,"23,609",1495
"Mille Lacs County, MN",27095,"23,495",1496
"Glenn County, CA",6021,"23,493",1497
"Ware County, GA",13299,"23,492",1498
"Warren County, MS",28149,"23,482",1499
"Rowan County, KY",21205,"23,475",1500
"Escambia County, AL",1053,"23,453",1501
"San Jacinto County, TX",48407,"23,449",1502
"Pasquotank County, NC",37139,"23,440",1503
"Grant County, KY",21081,"23,439",1504
"Tillamook County, OR",41057,"23,352",1505
"Fannin County, GA",13111,"23,336",1506
"Rio Arriba County, NM",35039,"23,288",1507
"Lee County, VA",51105,"23,286",1508
"Todd County, MN",27153,"23,266",1509
"Boone County, WV",54005,"23,239",1510
"Geneva County, AL",1061,"23,235",1511
"Lincoln County, KY",21137,"23,232",1512
"Otsego County, MI",26137,"23,231",1513
"Kauai County, HI",15007,"23,222",1514
"Taylor County, KY",21217,"23,201",1515
"Winston County, AL",1133,"23,191",1516
"Lawrence County, SD",46081,"23,165",1517
"Roscommon County, MI",26143,"23,137",1518
"Ohio County, KY",21183,"23,133",1519
"Evangeline Parish, LA",22039,"23,128",1520
"Scott County, IN",18143,"23,127",1521
"Audrain County, MO",29007,"23,048",1522
"Letcher County, KY",21133,"22,999",1523
"Woodford County, KY",21239,"22,996",1524
"Iowa, WI",55049,"22,996",1524
"Union County, MS",28145,"22,993",1526
"Saline County, IL",17165,"22,975",1527
"Elbert County, CO",8039,"22,950",1528
"Lyon County, MN",27083,"22,857",1529
"Baker County, FL",12003,"22,833",1530
"Hampshire County, WV",54027,"22,793",1531
"Page County, VA",51139,"22,769",1532
"Meigs County, OH",39105,"22,751",1533
"Garvin County, OK",40049,"22,744",1534
"Johnson County, KY",21115,"22,740",1535
"Routt County, CO",8107,"22,726",1536
"Fayette County, IN",18041,"22,721",1537
"Brooke County, WV",54009,"22,699",1538
"Waushara, WI",55137,"22,695",1539
"Randolph County, MO",29175,"22,676",1540
"White County, IN",18181,"22,663",1541
"Wasco County, OR",41065,"22,593",1542
"Juneau Borough, AK",2110,"22,575",1543
"Meeker County, MN",27093,"22,500",1544
"Currituck County, NC",37053,"22,490",1545
"Fayette County, TX",48149,"22,469",1546
"Macon County, TN",47111,"22,459",1547
"Hardee County, FL",12049,"22,458",1548
"Franklin County, IN",18047,"22,410",1549
"Wayne County, GA",13305,"22,401",1550
"Manistee County, MI",26101,"22,401",1550
"Luna County, NM",35029,"22,387",1552
"Accomack County, VA",51001,"22,369",1553
"Osceola County, MI",26133,"22,365",1554
"Grainger County, TN",47057,"22,338",1555
"Crittenden County, AR",5035,"22,338",1555
"Menominee County, MI",26109,"22,286",1557
"Starke County, IN",18149,"22,277",1558
"Hickman County, TN",47081,"22,271",1559
"Antrim County, MI",26009,"22,263",1560
"Salem Independent City, VA",51775,"22,248",1561
"Teller County, CO",8119,"22,235",1562
"Prince George County, VA",51149,"22,230",1563
"Sumner County, KS",20191,"22,202",1564
"Winchester Independent City, VA",51840,"22,131",1565
"Buchanan County, VA",51027,"22,117",1566
"Elmore County, ID",16039,"22,093",1567
"Ottawa County, OK",40115,"22,037",1568
"Wyoming County, WV",54109,"21,998",1569
"Cassia County, ID",16031,"21,994",1570
"Scott County, VA",51169,"21,947",1571
"Ray County, MO",29177,"21,920",1572
"Dawson County, GA",13085,"21,843",1573
"Lee County, GA",13177,"21,842",1574
"Aransas County, TX",48007,"21,823",1575
"Jersey County, IL",17083,"21,806",1576
"Wyandot County, OH",39175,"21,731",1577
"Chattooga County, GA",13055,"21,724",1578
"Nodaway County, MO",29147,"21,666",1579
"Shelby County, IL",17173,"21,656",1580
"Jo Daviess County, IL",17085,"21,648",1581
"Scott County, TN",47151,"21,639",1582
"Montezuma County, CO",8083,"21,582",1583
"Overton County, TN",47133,"21,575",1584
"Poinsett County, AR",5111,"21,558",1585
"Stephens County, GA",13257,"21,550",1586
"Pottawatomie County, KS",20149,"21,543",1587
"McCurtain County, OK",40089,"21,541",1588
"Colleton County, SC",45029,"21,536",1589
"Dorchester County, MD",24019,"21,527",1590
"Del Norte County, CA",6015,"21,485",1591
"Itawamba County, MS",28057,"21,481",1592
"Halifax County, VA",51083,"21,442",1593
"Natchitoches Parish, LA",22069,"21,408",1594
"Union County, GA",13291,"21,373",1595
"Mahaska County, IA",19123,"21,361",1596
"Washington County, IA",19183,"21,332",1597
"Dawson County, NE",31047,"21,305",1598
"Prentiss County, MS",28117,"21,263",1599
"Halifax County, NC",37083,"21,187",1600
"Lincoln County, WV",54043,"21,162",1601
"Fluvanna County, VA",51065,"21,128",1602
"Willacy County, TX",48489,"21,113",1603
"Montgomery County, NC",37123,"21,057",1604
"Bradford County, FL",12007,"21,033",1605
"Gage County, NE",31067,"21,033",1605
"Henry County, MO",29083,"21,025",1607
"Edgecombe County, NC",37065,"21,006",1608
"Rockbridge County, VA",51163,"20,977",1609
"Yankton County, SD",46135,"20,971",1610
"Teton County, WY",56039,"20,964",1611
"Jones County, GA",13169,"20,963",1612
"Payette County, ID",16075,"20,919",1613
"Anderson County, KY",21005,"20,862",1614
"George County, MS",28039,"20,833",1615
"Jerome County, ID",16053,"20,819",1616
"Jay County, IN",18075,"20,769",1617
"Asotin County, WA",53003,"20,759",1618
"Wabasha County, MN",27157,"20,755",1619
"Fayette County, IL",17051,"20,590",1620
"Buchanan County, IA",19019,"20,519",1621
"Owen County, IN",18119,"20,518",1622
"Fillmore County, MN",27045,"20,497",1623
"Hockley County, TX",48219,"20,497",1623
"Curry County, OR",41015,"20,484",1625
"Morgan County, TN",47129,"20,442",1626
"Ogemaw County, MI",26129,"20,439",1627
"Grimes County, TX",48185,"20,435",1628
"Shelby County, TX",48419,"20,426",1629
"Logan County, AR",5083,"20,421",1630
"Saunders County, NE",31155,"20,404",1631
"Hood River County, OR",41027,"20,383",1632
"Madison County, NC",37115,"20,310",1633
"McDonald County, MO",29119,"20,197",1634
"Staunton Independent City, VA",51790,"20,197",1634
"Leelanau County, MI",26089,"20,191",1636
"Milam County, TX",48331,"20,167",1637
"Winneshiek County, IA",19191,"20,124",1638
"Logan County, CO",8075,"20,116",1639
"Spencer County, IN",18147,"20,061",1640
"Taylor, WI",55119,"20,056",1641
"Carroll County, IA",19027,"19,969",1642
"Lake County, MT",30047,"19,966",1643
"Vernon County, MO",29217,"19,959",1644
"Saline County, MO",29195,"19,929",1645
"Sevier County, UT",49041,"19,894",1646
"Mercer County, KY",21167,"19,858",1647
"Kewaunee, WI",55061,"19,838",1648
"Bladen County, NC",37017,"19,831",1649
"Stutsman County, ND",38093,"19,822",1650
"Clay County, KY",21051,"19,817",1651
"Monroe County, GA",13207,"19,801",1652
"Hart County, GA",13147,"19,731",1653
"Washington County, FL",12133,"19,719",1654
"Blaine County, ID",16013,"19,717",1655
"Martin County, MN",27091,"19,708",1656
"Churchill County, NV",32001,"19,706",1657
"Uinta County, WY",56041,"19,705",1658
"Allen County, KY",21003,"19,701",1659
"Washington County, NE",31177,"19,692",1660
"Sullivan County, IN",18153,"19,637",1661
"Dodge County, MN",27039,"19,633",1662
"Crook County, OR",41013,"19,606",1663
"Jones County, IA",19105,"19,578",1664
"Caroline County, VA",51033,"19,562",1665
"Chester County, SC",45023,"19,524",1666
"Beckham County, OK",40009,"19,523",1667
"Gray County, TX",48179,"19,510",1668
"Wayne County, KY",21231,"19,503",1669
"Fayette County, IA",19065,"19,497",1670
"Clinton County, MO",29049,"19,482",1671
"Hubbard County, MN",27057,"19,464",1672
"Bandera County, TX",48019,"19,449",1673
"Morgan County, MO",29141,"19,426",1674
"Chambers County, AL",1017,"19,417",1675
"Pike County, AL",1109,"19,408",1676
"Carroll County, IN",18015,"19,407",1677
"King George County, VA",51099,"19,389",1678
"Hutchinson County, TX",48233,"19,371",1679
"Danville Independent City, VA",51590,"19,358",1680
"Vance County, NC",37181,"19,355",1681
"Fulton County, IN",18049,"19,256",1682
"Perry County, IL",17145,"19,236",1683
"Panola County, TX",48365,"19,162",1684
"Carbon County, UT",49007,"19,159",1685
"Mecklenburg County, VA",51117,"19,148",1686
"Breckinridge County, KY",21027,"19,145",1687
"Douglas County, IL",17041,"19,096",1688
"Klickitat County, WA",53039,"19,093",1689
"Franklin County, GA",13119,"19,082",1690
"Woodward County, OK",40153,"19,063",1691
"Tate County, MS",28137,"18,983",1692
"Jackson County, IA",19097,"18,947",1693
"Orange County, IN",18117,"18,917",1694
"Adams, WI",55001,"18,913",1695
"Gadsden County, FL",12039,"18,865",1696
"Calhoun County, TX",48057,"18,841",1697
"Allen Parish, LA",22003,"18,797",1698
"Polk County, AR",5113,"18,788",1699
"Cherokee County, KS",20021,"18,749",1700
"Colusa County, CA",6011,"18,721",1701
"Union County, TN",47173,"18,694",1702
"Perry County, MO",29157,"18,682",1703
"Langlade, WI",55067,"18,648",1704
"Llano County, TX",48299,"18,587",1705
"Caddo County, OK",40015,"18,543",1706
"Montague County, TX",48337,"18,537",1707
"Polk County, NC",37149,"18,530",1708
"Pacific County, WA",53049,"18,523",1709
"Union County, SC",45087,"18,509",1710
"Tishomingo County, MS",28141,"18,502",1711
"Upson County, GA",13293,"18,496",1712
"Davison County, SD",46035,"18,494",1713
"Vilas, WI",55125,"18,471",1714
"Lincoln County, MT",30053,"18,453",1715
"Labette County, KS",20099,"18,433",1716
"Minidoka County, ID",16067,"18,358",1717
"Dickinson County, KS",20041,"18,342",1718
"Henry County, IA",19087,"18,325",1719
"Perry County, IN",18123,"18,287",1720
"Houston County, MN",27055,"18,267",1721
"Limestone County, TX",48293,"18,265",1722
"Dinwiddie County, VA",51053,"18,260",1723
"Benton County, MO",29015,"18,246",1724
"Smith County, TN",47159,"18,223",1725
"Hancock County, IL",17067,"18,195",1726
"Duchesne County, UT",49013,"18,165",1727
"Adair County, KY",21001,"18,164",1728
"Jackson County, OK",40065,"18,159",1729
"Green Lake, WI",55047,"18,155",1730
"Jackson, WI",55053,"18,151",1731
"Paulding County, OH",39125,"18,125",1732
"DeKalb County, TN",47041,"18,108",1733
"Jefferson County, KS",20087,"18,061",1734
"McDowell County, WV",54047,"18,060",1735
"Bourbon County, KY",21017,"18,057",1736
"Crawford County, IL",17033,"18,055",1737
"St. John the Baptist Parish, LA",22095,"18,026",1738
"Conway County, AR",5029,"17,959",1739
"Tyler County, TX",48457,"17,953",1740
"Pike County, MS",28113,"17,907",1741
"Grant Parish, LA",22043,"17,887",1742
"Gaines County, TX",48165,"17,861",1743
"Lampasas County, TX",48281,"17,860",1744
"Cedar County, IA",19031,"17,852",1745
"Lincoln County, WY",56023,"17,833",1746
"Tippah County, MS",28139,"17,821",1747
"Fredericksburg Independent City, VA",51630,"17,816",1748
"Marshall County, MS",28093,"17,811",1749
"Wright County, MO",29229,"17,779",1750
"Waseca County, MN",27161,"17,752",1751
"Chaffee County, CO",8015,"17,739",1752
"Schuyler County, NY",36097,"17,726",1753
"Neshoba County, MS",28099,"17,721",1754
"Harrison County, KY",21097,"17,709",1755
"Yell County, AR",5149,"17,708",1756
"Poweshiek County, IA",19157,"17,632",1757
"Fentress County, TN",47049,"17,561",1758
"Lincoln County, NM",35027,"17,540",1759
"Unicoi County, TN",47171,"17,494",1760
"Edgar County, IL",17045,"17,479",1761
"Waynesboro Independent City, VA",51820,"17,478",1762
"Toombs County, GA",13279,"17,466",1763
"Randolph County, AL",1111,"17,452",1764
"Abbeville County, SC",45001,"17,440",1765
"Goochland County, VA",51075,"17,434",1766
"Marion County, KY",21155,"17,427",1767
"Brantley County, GA",13025,"17,390",1768
"Clayton County, IA",19043,"17,377",1769
"Bibb County, AL",1007,"17,370",1770
"Seminole County, OK",40133,"17,363",1771
"Montour County, PA",42093,"17,358",1772
"Nobles County, MN",27105,"17,329",1773
"Holmes County, FL",12059,"17,310",1774
"Hart County, KY",21099,"17,268",1775
"Young County, TX",48503,"17,267",1776
"Ste. Genevieve County, MO",29186,"17,245",1777
"Humphreys County, TN",47085,"17,228",1778
"Delaware County, IA",19055,"17,154",1779
"Banks County, GA",13011,"17,147",1780
"Simpson County, MS",28127,"17,111",1781
"Spencer County, KY",21215,"17,098",1782
"Eastland County, TX",48133,"17,040",1783
"Morgan County, WV",54065,"17,026",1784
"Sabine Parish, LA",22085,"16,992",1785
"Marion County, MS",28091,"16,991",1786
"Yancey County, NC",37199,"16,991",1786
"Moore County, TX",48341,"16,984",1788
"Richland, WI",55103,"16,983",1789
"Randolph County, AR",5121,"16,981",1790
"Russell County, KY",21207,"16,938",1791
"Grant County, AR",5053,"16,935",1792
"Bosque County, TX",48035,"16,929",1793
"Greene County, VA",51079,"16,884",1794
"Taylor County, FL",12123,"16,837",1795
"Lauderdale County, TN",47097,"16,836",1796
"Potter County, PA",42105,"16,807",1797
"Plumas County, CA",6063,"16,800",1798
"Franklin County, AR",5047,"16,789",1799
"Benzie County, MI",26019,"16,756",1800
"Patrick County, VA",51141,"16,735",1801
"Johnson County, TN",47091,"16,701",1802
"Andrew County, MO",29003,"16,691",1803
"Otero County, CO",8089,"16,686",1804
"Panola County, MS",28107,"16,648",1805
"Dickinson County, IA",19059,"16,622",1806
"Hardin County, IA",19083,"16,615",1807
"Kalkaska County, MI",26079,"16,612",1808
"Clarendon County, SC",45027,"16,600",1809
"Pike County, MO",29163,"16,548",1810
"Grady County, GA",13131,"16,546",1811
"Deaf Smith County, TX",48117,"16,540",1812
"Rockcastle County, KY",21203,"16,521",1813
"Seward County, NE",31159,"16,459",1814
"Pierce County, GA",13229,"16,442",1815
"Lawrence County, AR",5075,"16,436",1816
"Taylor County, WV",54091,"16,431",1817
"Union County, IL",17181,"16,412",1818
"Piscataquis County, ME",23021,"16,401",1819
"Scott County, MS",28123,"16,393",1820
"Garrard County, KY",21079,"16,392",1821
"Clark County, AR",5019,"16,387",1822
"Plaquemines Parish, LA",22075,"16,385",1823
"Fairfax Independent City, VA",51600,"16,385",1823
"Parke County, IN",18121,"16,371",1825
"Rush County, IN",18139,"16,367",1826
"New Kent County, VA",51127,"16,367",1826
"Fountain County, IN",18045,"16,356",1828
"Iberville Parish, LA",22047,"16,352",1829
"Buena Vista County, IA",19021,"16,319",1830
"Barbour County, WV",54001,"16,308",1831
"Apache County, AZ",4001,"16,307",1832
"Giles County, VA",51071,"16,306",1833
"Kent County, MD",24029,"16,302",1834
"Sharp County, AR",5135,"16,294",1835
"Lafayette, WI",55065,"16,280",1836
"Butts County, GA",13035,"16,273",1837
"Scotland County, NC",37165,"16,249",1838
"Avery County, NC",37011,"16,209",1839
"Pitkin County, CO",8097,"16,197",1840
"Polk County, TN",47139,"16,176",1841
"McCreary County, KY",21147,"16,175",1842
"Van Buren County, AR",5141,"16,151",1843
"Wayne County, IL",17191,"16,070",1844
"Union Parish, LA",22111,"16,056",1845
"Piatt County, IL",17147,"16,036",1846
"Lewis County, WV",54041,"16,007",1847
"Berrien County, GA",13019,"16,000",1848
"De Soto Parish, LA",22031,"15,986",1849
"Iowa County, IA",19095,"15,972",1850
"Andrews County, TX",48003,"15,926",1851
"Crawford County, IA",19047,"15,849",1852
"Marion County, AR",5089,"15,848",1853
"Warren County, IL",17187,"15,836",1854
"Gem County, ID",16045,"15,803",1855
"Bates County, MO",29013,"15,791",1856
"Beadle County, SD",46005,"15,780",1857
"Clay County, IA",19041,"15,770",1858
"Freestone County, TX",48161,"15,765",1859
"Crawford, WI",55023,"15,762",1860
"Dallas County, MO",29059,"15,733",1861
"Cooper County, MO",29053,"15,711",1862
"Pike County, GA",13231,"15,693",1863
"De Witt County, IL",17039,"15,686",1864
"Wetzel County, WV",54103,"15,686",1864
"Mason County, KY",21161,"15,677",1866
"Park County, CO",8093,"15,663",1867
"Gilchrist County, FL",12041,"15,650",1868
"Clark County, IL",17023,"15,646",1869
"Houston County, TX",48225,"15,627",1870
"Richland County, IL",17159,"15,604",1871
"Mercer County, IL",17131,"15,583",1872
"Assumption Parish, LA",22007,"15,581",1873
"Colorado County, TX",48089,"15,576",1874
"Dade County, GA",13083,"15,568",1875
"Bond County, IL",17005,"15,560",1876
"Edgefield County, SC",45037,"15,558",1877
"Neosho County, KS",20133,"15,552",1878
"Mariposa County, CA",6043,"15,542",1879
"Pike County, IL",17149,"15,531",1880
"Lawrence County, KY",21127,"15,513",1881
"Jefferson County, OR",41031,"15,500",1882
"Bristol Independent City, VA",51520,"15,480",1883
"Knott County, KY",21119,"15,478",1884
"Casey County, KY",21045,"15,477",1885
"Los Alamos County, NM",35028,"15,471",1886
"Vermillion County, IN",18165,"15,453",1887
"Wayne County, TN",47181,"15,448",1888
"Tama County, IA",19171,"15,442",1889
"Benton County, TN",47005,"15,401",1890
"Kanabec County, MN",27065,"15,385",1891
"Osage County, KS",20139,"15,379",1892
"Lavaca County, TX",48285,"15,354",1893
"Tattnall County, GA",13267,"15,347",1894
"Richland County, ND",38077,"15,305",1895
"Simpson County, KY",21213,"15,300",1896
"La Paz County, AZ",4012,"15,274",1897
"Madison County, IA",19121,"15,267",1898
"Otoe County, NE",31131,"15,262",1899
"Park County, MT",30067,"15,231",1900
"Gunnison County, CO",8051,"15,199",1901
"Idaho County, ID",16049,"15,172",1902
"Scurry County, TX",48415,"15,172",1902
"Floyd County, IA",19067,"15,163",1904
"Baker County, OR",41001,"15,148",1905
"Leon County, TX",48289,"15,113",1906
"Dukes County, MA",25007,"15,094",1907
"Rabun County, GA",13241,"15,051",1908
"Dickenson County, VA",51051,"15,049",1909
"Ashley County, AR",5003,"15,049",1909
"Chester County, TN",47023,"15,027",1911
"Atchison County, KS",20005,"15,023",1912
"Dent County, MO",29065,"15,006",1913
"Inyo County, CA",6027,"15,003",1914
"Washburn, WI",55129,"14,989",1915
"Madison County, AR",5087,"14,951",1916
"Aitkin County, MN",27001,"14,937",1917
"Floyd County, VA",51063,"14,926",1918
"Tipton County, IN",18159,"14,895",1919
"Harrison County, OH",39067,"14,882",1920
"San Juan County, WA",53055,"14,866",1921
"Dillon County, SC",45033,"14,845",1922
"Jefferson County, IA",19101,"14,839",1923
"West Baton Rouge Parish, LA",22121,"14,832",1924
"New Madrid County, MO",29143,"14,828",1925
"Humboldt County, NV",32013,"14,822",1926
"Kossuth County, IA",19109,"14,818",1927
"Arenac County, MI",26011,"14,803",1928
"Mitchell County, NC",37121,"14,797",1929
"Alleghany County, VA",51005,"14,745",1930
"Moniteau County, MO",29135,"14,720",1931
"Prince Edward County, VA",51147,"14,697",1932
"Page County, IA",19145,"14,668",1933
"Moultrie County, IL",17139,"14,656",1934
"Butler County, IA",19023,"14,648",1935
"Clay County, AR",5021,"14,632",1936
"Hughes County, SD",46065,"14,623",1937
"Dakota County, NE",31043,"14,611",1938
"Hardeman County, TN",47069,"14,574",1939
"Roseau County, MN",27135,"14,569",1940
"Macon County, MO",29121,"14,569",1940
"Missaukee County, MI",26113,"14,558",1942
"Grayson County, VA",51077,"14,550",1943
"Roosevelt County, NM",35041,"14,543",1944
"Brown County, IN",18013,"14,542",1945
"Gasconade County, MO",29073,"14,539",1946
"Radford Independent City, VA",51750,"14,509",1947
"Columbia County, AR",5027,"14,506",1948
"Henry County, KY",21103,"14,488",1949
"Sibley County, MN",27143,"14,476",1950
"Worth County, GA",13321,"14,471",1951
"Mills County, IA",19129,"14,460",1952
"Marquette, WI",55077,"14,448",1953
"Caswell County, NC",37033,"14,408",1954
"Putnam County, GA",13237,"14,377",1955
"Fayette County, AL",1057,"14,371",1956
"Decatur County, GA",13087,"14,349",1957
"DeWitt County, TX",48123,"14,335",1958
"Torrance County, NM",35057,"14,291",1959
"Carbon County, WY",56007,"14,283",1960
"Alamosa County, CO",8003,"14,264",1961
"Fulton County, PA",42057,"14,233",1962
"Pendleton County, KY",21191,"14,230",1963
"Hamilton County, IA",19079,"14,213",1964
"Braxton County, WV",54007,"14,208",1965
"McIntosh County, OK",40091,"14,200",1966
"Roane County, WV",54087,"14,196",1967
"Appling County, GA",13001,"14,194",1968
"Livingston County, MO",29117,"14,194",1968
"Carroll County, IL",17015,"14,193",1970
"San Miguel County, NM",35047,"14,188",1971
"Cleburne County, AL",1029,"14,176",1972
"Ouachita County, AR",5103,"14,168",1973
"Gogebic County, MI",26053,"14,164",1974
"Stone County, MS",28131,"14,161",1975
"Monroe County, OH",39111,"14,146",1976
"White County, IL",17193,"14,133",1977
"Estill County, KY",21065,"14,110",1978
"Dixie County, FL",12029,"14,097",1979
"Dodge County, GA",13091,"14,019",1980
"Fleming County, KY",21069,"14,002",1981
"Renville County, MN",27129,"14,000",1982
"Union County, SD",46127,"13,995",1983
"Hempstead County, AR",5057,"13,986",1984
"Harrison County, IA",19085,"13,978",1985
"Burnett, WI",55013,"13,974",1986
"Jones County, TX",48253,"13,968",1987
"Redwood County, MN",27127,"13,931",1988
"Pointe Coupee Parish, LA",22077,"13,927",1989
"Washington County, IL",17189,"13,896",1990
"Jackson County, AR",5067,"13,874",1991
"Emanuel County, GA",13107,"13,871",1992
"Seward County, KS",20175,"13,868",1993
"Morgan County, OH",39115,"13,849",1994
"Rusk, WI",55107,"13,814",1995
"Jasper County, SC",45053,"13,803",1996
"Faribault County, MN",27043,"13,762",1997
"Somerset County, MD",24039,"13,719",1998
"Newton County, MS",28101,"13,708",1999
"Zapata County, TX",48505,"13,708",1999
"Colonial Heights Independent City, VA",51570,"13,707",2001
"Bourbon County, KS",20011,"13,701",2002
"Burleson County, TX",48051,"13,632",2003
"Mason County, IL",17125,"13,610",2004
"Socorro County, NM",35053,"13,553",2005
"Newton County, IN",18111,"13,548",2006
"Massac County, IL",17127,"13,541",2007
"Adams County, WA",53001,"13,538",2008
"Ashland, WI",55003,"13,533",2009
"Converse County, WY",56009,"13,532",2010
"Adams County, MS",28001,"13,522",2011
"Allamakee County, IA",19005,"13,497",2012
"Arkansas County, AR",5001,"13,483",2013
"Cedar County, MO",29039,"13,476",2014
"Franklin Parish, LA",22041,"13,474",2015
"Osage County, MO",29151,"13,458",2016
"Ripley County, MO",29181,"13,458",2016
"Lewis County, KY",21135,"13,455",2018
"Texas County, OK",40139,"13,430",2019
"Lee County, TX",48287,"13,420",2020
"Morehouse Parish, LA",22067,"13,408",2021
"Ford County, IL",17053,"13,403",2022
"Gooding County, ID",16047,"13,397",2023
