county,code,median_age,rank
"Sumter County, FL",12119,66,1
"Mineral County, CO",8079,61.2,2
"Highland County, VA",51091,59.8,3
"Hooker County, NE",31091,59.5,4
"Wheeler County, OR",41069,59.2,5
"Loving County, TX",48301,58.2,6
"Catron County, NM",35003,58.1,7
"Harding County, NM",35021,58,8
"Charlotte County, FL",12015,57.7,9
"Alcona County, MI",26001,57.4,10
"Custer County, CO",8027,56.8,11
"Ontonagon County, MI",26131,56.6,12
"Kalawao County, HI",15005,56.5,13
"Llano County, TX",48299,56.4,14
"Lancaster County, VA",51103,56.4,14
"Hinsdale County, CO",8053,56.4,14
"Jefferson County, WA",53031,56.2,17
"Sierra County, NM",35051,56,18
"Citrus County, FL",12017,55.7,19
"Real County, TX",48385,55.5,20
"Northumberland County, VA",51133,55.5,20
"Sierra County, CA",6091,55.2,22
"Keweenaw County, MI",26083,55.1,23
"Curry County, OR",41015,55.1,23
"San Juan County, WA",53055,55.1,23
"La Paz County, AZ",4012,55.1,23
"Montmorency County, MI",26119,55,27
"Roscommon County, MI",26143,54.9,28
"Golden Valley County, MT",30037,54.6,29
"Sarasota County, FL",12115,54.5,30
"Kimble County, TX",48267,54.5,30
"Huerfano County, CO",8055,54.5,30
"Storey County, NV",32029,54.4,33
"Hickory County, MO",29085,54.2,34
"Presque Isle County, MI",26141,53.9,35
"Union County, GA",13291,53.6,36
"Aitkin County, MN",27001,53.6,36
"Grant County, ND",38037,53.6,36
"Iron County, MI",26071,53.5,39
"Granite County, MT",30039,53.5,39
"Hamilton County, NY",36041,53.5,39
"Potter County, SD",46107,53.5,39
"Leelanau County, MI",26089,53.3,43
"Ouray County, CO",8091,53.3,43
"Custer County, SD",46033,53.2,45
"Iron, WI",55051,53.2,45
"Boise County, ID",16015,53.1,47
"Jones County, SD",46075,53.1,47
"Middlesex County, VA",51119,53.1,47
"Wahkiakum County, WA",53069,53.1,47
"Towns County, GA",13281,53,51
"Benton County, MO",29015,52.9,52
"Vilas, WI",55125,52.9,52
"Madison County, MT",30057,52.7,54
"Wallowa County, OR",41063,52.7,54
"Highlands County, FL",12055,52.6,56
"Lemhi County, ID",16059,52.6,56
"Logan County, ND",38047,52.6,56
"McIntosh County, ND",38051,52.6,56
"Nelson County, ND",38063,52.6,56
"Fall River County, SD",46047,52.6,56
"Keya Paha County, NE",31103,52.5,62
"Mineral County, MT",30061,52.4,63
"Rock County, NE",31149,52.4,63
"Grant County, OR",41023,52.4,63
"Sullivan County, PA",42113,52.4,63
"McCormick County, SC",45065,52.4,63
"McPherson County, SD",46089,52.3,68
"Pacific County, WA",53049,52.2,69
"Adams, WI",55001,52.2,69
"Door, WI",55029,52.2,69
"Custer County, ID",16037,52.1,72
"Decatur County, KS",20039,52.1,72
"Iosco County, MI",26069,52.1,72
"Stone County, MO",29209,52.1,72
"Slope County, ND",38087,52.1,72
"Florence, WI",55037,52.1,72
"Judith Basin County, MT",30045,52,78
"Powder River County, MT",30075,52,78
"Sanders County, MT",30089,51.9,80
"Griggs County, ND",38039,51.9,80
"Jeff Davis County, TX",48243,51.9,80
"Yavapai County, AZ",4025,51.9,80
"Barnstable County, MA",25001,51.8,84
"Lake County, MI",26085,51.8,84
"Cook County, MN",27031,51.8,84
"Wells County, ND",38103,51.8,84
"Baxter County, AR",5005,51.8,84
"Adams County, ID",16003,51.7,89
"Mackinac County, MI",26097,51.7,89
"Plumas County, CA",6063,51.7,89
"Oscoda County, MI",26135,51.6,92
"Burnett, WI",55013,51.6,92
"Mathews County, VA",51115,51.5,94
"Marion County, AR",5089,51.5,94
"Indian River County, FL",12061,51.4,96
"Lincoln County, MT",30053,51.4,96
"Boyd County, NE",31015,51.4,96
"Hot Springs County, WY",56017,51.4,96
"Polk County, NC",37149,51.3,100
"Sheridan County, ND",38083,51.3,100
"Bandera County, TX",48019,51.3,100
"Throckmorton County, TX",48447,51.3,100
"Price, WI",55099,51.3,100
"Jewell County, KS",20089,51.2,105
"Smith County, KS",20183,51.2,105
"Prairie County, MT",30079,51.2,105
"Nye County, NV",32023,51.2,105
"Bayfield, WI",55007,51.2,105
"Calaveras County, CA",6009,51.2,105
"Jackson County, CO",8057,51.2,105
"Martin County, FL",12085,51.1,112
"Emmons County, ND",38029,51.1,112
"Ozark County, MO",29153,51,114
"Carter County, MT",30011,51,114
"Wibaux County, MT",30109,51,114
"Garfield County, NE",31071,51,114
"Loup County, NE",31115,51,114
"Republic County, KS",20157,50.9,119
"Grant County, NE",31075,50.9,119
"Carroll, NH",33003,50.9,119
"Lincoln County, NM",35027,50.9,119
"Brunswick County, NC",37019,50.9,119
"Elk County, KS",20049,50.8,124
"Lake of the Woods County, MN",27077,50.8,124
"Clay County, NC",37043,50.8,124
"Lincoln County, OR",41041,50.7,127
"Aransas County, TX",48007,50.7,127
"Pope County, IL",17151,50.6,129
"Sabine County, TX",48403,50.6,129
"Mariposa County, CA",6043,50.6,129
"Trinity County, CA",6105,50.6,129
"Costilla County, CO",8023,50.5,133
"Trego County, KS",20195,50.4,134
"Schoolcraft County, MI",26153,50.4,134
"Lake County, MN",27075,50.4,134
"Petroleum County, MT",30069,50.4,134
"Cherokee County, NC",37039,50.4,134
"Pamlico County, NC",37137,50.4,134
"Transylvania County, NC",37175,50.4,134
"Cameron County, PA",42023,50.4,134
"Fannin County, GA",13111,50.3,142
"Clearwater County, ID",16035,50.3,142
"Graham County, KS",20065,50.3,142
"Rawlins County, KS",20153,50.3,142
"Cavalier County, ND",38019,50.3,142
"Divide County, ND",38023,50.3,142
"Clallam County, WA",53009,50.3,142
"Oneida, WI",55085,50.3,142
"Amador County, CA",6005,50.3,142
"McCone County, MT",30055,50.2,151
"Franklin County, NE",31061,50.2,151
"Garden County, NE",31069,50.2,151
"Flagler County, FL",12035,50.1,154
"Lincoln County, ME",23015,50.1,154
"Camden County, MO",29029,50.1,154
"Douglas County, NV",32005,50.1,154
"Sherman County, OR",41055,50.1,154
"Cumberland County, TN",47035,50.1,154
"Gillespie County, TX",48171,50.1,154
"Piscataquis County, ME",23021,50,161
"Antrim County, MI",26009,50,161
"Lac qui Parle County, MN",27073,50,161
"Wheeler County, NE",31183,50,161
"Faulk County, SD",46049,50,161
"Washburn, WI",55129,50,161
"Park County, CO",8093,50,161
"Mason County, TX",48319,49.9,168
"Columbia County, WA",53013,49.9,168
"St. Clair County, MO",29185,49.8,170
"Harlan County, NE",31083,49.8,170
"Steele County, ND",38091,49.8,170
"Campbell County, SD",46021,49.8,170
"Pickett County, TN",47137,49.8,170
"Pend Oreille County, WA",53051,49.8,170
"Crawford County, MI",26039,49.7,176
"Sherman County, NE",31163,49.7,176
"DeBaca County, NM",35011,49.7,176
"Mohave County, AZ",4015,49.7,176
"Cheboygan County, MI",26031,49.6,180
"Carbon County, MT",30009,49.6,180
"Stonewall County, TX",48433,49.6,180
"Pendleton County, WV",54071,49.6,180
"Ogemaw County, MI",26129,49.5,184
"Pawnee County, NE",31133,49.5,184
"Foard County, TX",48155,49.5,184
"Sawyer, WI",55113,49.5,184
"Nevada County, CA",6057,49.5,184
"Archuleta County, CO",8007,49.5,184
"Sedgwick County, CO",8115,49.5,184
"Teller County, CO",8119,49.5,184
"Talbot County, MD",24041,49.4,192
"Worcester County, MD",24047,49.4,192
"Idaho County, ID",16049,49.3,194
"Collier County, FL",12021,49.2,195
"Henderson County, IL",17071,49.2,195
"Big Stone County, MN",27011,49.2,195
"Mineral County, NV",32021,49.2,195
"Oliver County, ND",38065,49.2,195
"Edwards County, TX",48137,49.2,195
"Marion County, TX",48315,49.2,195
"Essex County, VT",50009,49.2,195
"Charles City County, VA",51036,49.2,195
"Montgomery County, AR",5097,49.2,195
"Gladwin County, MI",26051,49.1,205
"Traverse County, MN",27155,49.1,205
"Coke County, TX",48081,49.1,205
"Rappahannock County, VA",51157,49.1,205
"Marquette, WI",55077,49.1,205
"Stone County, AR",5137,49.1,205
"Chaffee County, CO",8015,49.1,205
"Chautauqua County, KS",20019,49,212
"Greeley County, KS",20071,49,212
"Lyon County, KY",21143,49,212
"Alger County, MI",26003,49,212
"Nuckolls County, NE",31129,49,212
"Macon County, NC",37113,49,212
"San Juan County, CO",8111,49,212
"Hernando County, FL",12053,48.9,219
"Hodgeman County, KS",20083,48.9,219
"Arenac County, MI",26011,48.9,219
"Treasure County, MT",30103,48.9,219
"Motley County, TX",48345,48.9,219
"Gila County, AZ",4007,48.9,219
"Valley County, ID",16085,48.8,225
"Dickinson County, IA",19059,48.8,225
"Wrangell Borough, AK",2275,48.8,225
"Keith County, NE",31101,48.7,228
"Lake County, OR",41037,48.7,228
"Blanco County, TX",48031,48.7,228
"Daggett County, UT",49009,48.7,228
"Nelson County, VA",51125,48.7,228
"Lincoln County, WA",53043,48.7,228
"Jo Daviess County, IL",17085,48.6,234
"Greenwood County, KS",20073,48.6,234
"Benzie County, MI",26019,48.6,234
"Meagher County, MT",30059,48.6,234
"Hettinger County, ND",38041,48.6,234
"Baylor County, TX",48023,48.6,234
"Kent County, TX",48263,48.6,234
"Marion County, FL",12083,48.5,241
"Cheyenne County, KS",20023,48.5,241
"Gogebic County, MI",26053,48.5,241
"Manistee County, MI",26101,48.5,241
"Musselshell County, MT",30065,48.5,241
"Alleghany County, NC",37005,48.5,241
"Day County, SD",46037,48.5,241
"Rockbridge County, VA",51163,48.5,241
"Waushara, WI",55137,48.5,241
"Rabun County, GA",13241,48.4,250
"Cass County, MN",27021,48.4,250
"Cape May County, NJ",34009,48.4,250
"Douglas County, SD",46043,48.4,250
"Northampton County, VA",51131,48.4,250
"Patrick County, VA",51141,48.4,250
"Hoonah-Angoon Borough, AK",2105,48.4,250
"Greene County, GA",13133,48.3,257
"Brown County, IN",18013,48.3,257
"Audubon County, IA",19009,48.3,257
"Osborne County, KS",20141,48.3,257
"Rush County, KS",20165,48.3,257
"Huron County, MI",26063,48.3,257
"Hubbard County, MN",27057,48.3,257
"Dundy County, NE",31057,48.3,257
"Thayer County, NE",31169,48.3,257
"Colfax County, NM",35007,48.3,257
"Crook County, OR",41013,48.3,257
"Hyde County, SD",46069,48.3,257
"Hamilton County, TX",48193,48.3,257
"Pocahontas County, WV",54075,48.3,257
"Koochiching County, MN",27071,48.2,271
"Northampton County, NC",37131,48.2,271
"LaMoure County, ND",38045,48.2,271
"Baker County, OR",41001,48.2,271
"Coos County, OR",41011,48.2,271
"Hand County, SD",46059,48.2,271
"Grayson County, VA",51077,48.2,271
"Mecklenburg County, VA",51117,48.2,271
"Surry County, VA",51181,48.2,271
"Ferry County, WA",53019,48.2,271
"Fulton County, AR",5049,48.2,271
"Tuolumne County, CA",6109,48.2,271
"Quitman County, GA",13239,48.1,283
"Ravalli County, MT",30081,48.1,283
"Sweet Grass County, MT",30097,48.1,283
"Pembina County, ND",38067,48.1,283
"Tillamook County, OR",41057,48.1,283
"Trinity County, TX",48455,48.1,283
"Izard County, AR",5065,48.1,283
"McIntosh County, GA",13191,48,290
"Kittson County, MN",27069,48,290
"Hitchcock County, NE",31087,48,290
"McPherson County, NE",31117,48,290
"Cottle County, TX",48101,48,290
"Kerr County, TX",48265,48,290
"Alleghany County, VA",51005,48,290
"Talbot County, GA",13263,47.9,297
"Lewis County, ID",16061,47.9,297
"Hancock County, ME",23009,47.9,297
"Worth County, MO",29227,47.9,297
"Jefferson County, MT",30043,47.9,297
"Banner County, NE",31007,47.9,297
"Coos, NH",33007,47.9,297
"Perquimans County, NC",37143,47.9,297
"Noble County, OH",39121,47.9,297
"Josephine County, OR",41033,47.9,297
"Georgetown County, SC",45043,47.9,297
"San Augustine County, TX",48405,47.9,297
"Tucker County, WV",54093,47.9,297
"Rusk, WI",55107,47.9,297
"Cleburne County, AR",5023,47.9,297
"Newton County, AR",5101,47.9,297
"Sharp County, AR",5135,47.9,297
"Siskiyou County, CA",6093,47.9,297
"Menominee County, MI",26109,47.8,315
"Holt County, MO",29087,47.8,315
"Towner County, ND",38095,47.8,315
"Ottawa County, OH",39123,47.8,315
"Rains County, TX",48379,47.8,315
"Wood County, TX",48499,47.8,315
"Carroll County, IL",17015,47.7,321
"Gove County, KS",20063,47.7,321
"Morris County, KS",20127,47.7,321
"Robertson County, KY",21201,47.7,321
"Atchison County, MO",29005,47.7,321
"Brown County, NE",31017,47.7,321
"Hayes County, NE",31085,47.7,321
"Sanborn County, SD",46111,47.7,321
"Fayette County, TX",48149,47.7,321
"Terrell County, TX",48443,47.7,321
"Goochland County, VA",51075,47.7,321
"Garfield County, WA",53023,47.7,321
"Langlade, WI",55067,47.7,321
"Sussex County, DE",10005,47.6,334
"Murray County, MN",27101,47.6,334
"Webster County, NE",31181,47.6,334
"Taos County, NM",35055,47.6,334
"Perkins County, SD",46105,47.6,334
"Calhoun County, WV",54013,47.6,334
"Clear Creek County, CO",8019,47.6,334
"Bonner County, ID",16017,47.5,341
"Woodson County, KS",20207,47.5,341
"Knox County, ME",23013,47.5,341
"Fillmore County, NE",31059,47.5,341
"Marinette, WI",55075,47.5,341
"Searcy County, AR",5129,47.5,341
"Baca County, CO",8009,47.5,341
"Delta County, CO",8029,47.5,341
"Saguache County, CO",8109,47.5,341
"Pinellas County, FL",12103,47.4,350
"Russell County, KS",20167,47.4,350
"Douglas County, MO",29067,47.4,350
"Burt County, NE",31021,47.4,350
"Deuel County, NE",31049,47.4,350
"Richardson County, NE",31147,47.4,350
"Sioux County, NE",31165,47.4,350
"McIntosh County, OK",40091,47.4,350
"Clay County, TN",47027,47.4,350
"Grand Isle County, VT",50013,47.4,350
"Lee County, FL",12071,47.3,360
"Lincoln County, GA",13181,47.3,360
"Pocahontas County, IA",19151,47.3,360
"Hickman County, KY",21105,47.3,360
"Washington County, ME",23029,47.3,360
"Alpena County, MI",26007,47.3,360
"Charlevoix County, MI",26029,47.3,360
"Deer Lodge County, MT",30023,47.3,360
"Phillips County, MT",30071,47.3,360
"Knox County, NE",31107,47.3,360
"Shoshone County, ID",16079,47.2,370
"Adams County, IA",19003,47.2,370
"Sheridan County, MT",30091,47.2,370
"Haywood County, NC",37087,47.2,370
"Jerauld County, SD",46073,47.2,370
"Loudon County, TN",47105,47.2,370
"Coleman County, TX",48083,47.2,370
"Bath County, VA",51017,47.2,370
"Platte County, WY",56031,47.2,370
"Van Buren County, AR",5141,47.2,370
"Manatee County, FL",12081,47.1,380
"Eureka County, NV",32011,47.1,380
"Windsor County, VT",50027,47.1,380
"Modoc County, CA",6049,47.1,380
"Brevard County, FL",12009,47,384
"Monona County, IA",19133,47,384
"Shelby County, IA",19165,47,384
"Comanche County, KS",20033,47,384
"Columbia County, NY",36021,47,384
"Jones County, NC",37103,47,384
"Douglas County, OR",41019,47,384
"Wayne County, PA",42127,47,384
"Craig County, VA",51045,47,384
"Monroe County, WV",54063,47,384
"Aroostook County, ME",23003,46.9,394
"Faribault County, MN",27043,46.9,394
"Dade County, MO",29057,46.9,394
"Fergus County, MT",30027,46.9,394
"Gosper County, NE",31073,46.9,394
"Ashe County, NC",37009,46.9,394
"Carteret County, NC",37031,46.9,394
"Chatham County, NC",37037,46.9,394
"Mitchell County, NC",37121,46.9,394
"Pierce County, ND",38069,46.9,394
"Susquehanna County, PA",42115,46.9,394
"Botetourt County, VA",51023,46.9,394
"Ness County, KS",20135,46.8,406
"Otter Tail County, MN",27111,46.8,406
"Putnam County, MO",29171,46.8,406
"Reynolds County, MO",29179,46.8,406
"Wayne County, MO",29223,46.8,406
"Henderson County, NC",37089,46.8,406
"Hood County, TX",48221,46.8,406
"Lake County, FL",12069,46.7,413
"Monroe County, FL",12087,46.7,413
"Calhoun County, IL",17013,46.7,413
"Broadwater County, MT",30007,46.7,413
"Liberty County, MT",30051,46.7,413
"Foster County, ND",38031,46.7,413
"Pike County, PA",42103,46.7,413
"Carroll County, VA",51035,46.7,413
"Levy County, FL",12075,46.6,421
"Delta County, MI",26041,46.6,421
"Stillwater County, MT",30095,46.6,421
"Kimball County, NE",31105,46.6,421
"Eddy County, ND",38027,46.6,421
"McLean County, ND",38055,46.6,421
"Elk County, PA",42047,46.6,421
"Benton County, TN",47005,46.6,421
"Morgan County, WV",54065,46.6,421
"Lincoln, WI",55069,46.6,421
"Volusia County, FL",12127,46.5,431
"Cherokee County, IA",19035,46.5,431
"Sheridan County, KS",20179,46.5,431
"Livingston County, KY",21139,46.5,431
"Kent County, MD",24029,46.5,431
"Dukes County, MA",25007,46.5,431
"Clare County, MI",26035,46.5,431
"Dickinson County, MI",26043,46.5,431
"Oregon County, MO",29149,46.5,431
"Belknap, NH",33001,46.5,431
"Quay County, NM",35037,46.5,431
"Delaware County, NY",36025,46.5,431
"Warren County, NC",37185,46.5,431
"Gilliam County, OR",41021,46.5,431
"Haakon County, SD",46055,46.5,431
"Kingsbury County, SD",46077,46.5,431
"Tripp County, SD",46123,46.5,431
"Moore County, TN",47127,46.5,431
"Westmoreland County, VA",51193,46.5,431
"Summers County, WV",54089,46.5,431
"Hancock County, IL",17067,46.4,451
"Marshall County, IL",17123,46.4,451
"Putnam County, IL",17155,46.4,451
"Pope County, MN",27121,46.4,451
"Park County, MT",30067,46.4,451
"Grant County, NM",35017,46.4,451
"Essex County, NY",36031,46.4,451
"Warren County, PA",42123,46.4,451
"Stevens County, WA",53065,46.4,451
"Litchfield County, CT",9005,46.4,451
"Dixie County, FL",12029,46.3,461
"Fremont County, IA",19071,46.3,461
"Washington County, KS",20201,46.3,461
"Lincoln County, MN",27081,46.3,461
"Morgan County, MO",29141,46.3,461
"Yancey County, NC",37199,46.3,461
"Monroe County, OH",39111,46.3,461
"Potter County, PA",42105,46.3,461
"Westmoreland County, PA",42129,46.3,461
"Gregory County, SD",46053,46.3,461
"Roane County, TN",47145,46.3,461
"Bosque County, TX",48035,46.3,461
"Bennington County, VT",50003,46.3,461
"Tyler County, WV",54095,46.3,461
"Stark County, IL",17175,46.2,475
"Ohio County, IN",18115,46.2,475
"Chase County, KS",20017,46.2,475
"Furnas County, NE",31065,46.2,475
"Martin County, NC",37117,46.2,475
"Harrison County, OH",39067,46.2,475
"Delaware County, OK",40041,46.2,475
"Windham County, VT",50025,46.2,475
"Henry County, VA",51089,46.2,475
"Brooke County, WV",54009,46.2,475
"Grant County, WV",54023,46.2,475
"Webster County, WV",54101,46.2,475
"Forest, WI",55041,46.2,475
"Gilmer County, GA",13123,46.1,488
"Hardin County, IL",17069,46.1,488
"Lincoln County, KS",20105,46.1,488
"Berkshire County, MA",25003,46.1,488
"Amite County, MS",28005,46.1,488
"Antelope County, NE",31003,46.1,488
"Valley County, NE",31175,46.1,488
"Harney County, OR",41025,46.1,488
"Jackson County, TN",47087,46.1,488
"Mills County, TX",48333,46.1,488
"Crawford, WI",55023,46.1,488
"Benewah County, ID",16009,46,499
"Adair County, IA",19001,46,499
"Ringgold County, IA",19159,46,499
"Oxford County, ME",23017,46,499
"Daniels County, MT",30019,46,499
"Schuyler County, NY",36097,46,499
"Armstrong County, PA",42005,46,499
"Pittsylvania County, VA",51143,46,499
"Dolores County, CO",8033,46,499
"Baker County, GA",13007,45.9,508
"Clayton County, IA",19043,45.9,508
"Guthrie County, IA",19077,45.9,508
"Kossuth County, IA",19109,45.9,508
"Sac County, IA",19161,45.9,508
"Grant County, MN",27051,45.9,508
"Itasca County, MN",27061,45.9,508
"Sheridan County, NE",31161,45.9,508
"Kidder County, ND",38043,45.9,508
"Armstrong County, TX",48011,45.9,508
"Clay County, TX",48077,45.9,508
"Rutland County, VT",50021,45.9,508
"Buchanan County, VA",51027,45.9,508
"James City County, VA",51095,45.9,508
"Mason County, WA",53045,45.9,508
"Sagadahoc County, ME",23023,45.8,523
"Mason County, MI",26105,45.8,523
"Greeley County, NE",31077,45.8,523
"Nance County, NE",31125,45.8,523
"Sullivan, NH",33019,45.8,523
"Billings County, ND",38007,45.8,523
"Venango County, PA",42121,45.8,523
"Calhoun County, SC",45017,45.8,523
"Van Buren County, TN",47175,45.8,523
"Red River County, TX",48387,45.8,523
"Floyd County, VA",51063,45.8,523
"King and Queen County, VA",51097,45.8,523
"Oconto, WI",55083,45.8,523
"Lake County, CA",6033,45.8,523
"Twiggs County, GA",13289,45.7,537
"Gasconade County, MO",29073,45.7,537
"Jefferson County, NE",31095,45.7,537
"Goliad County, TX",48175,45.7,537
"Halifax County, VA",51083,45.7,537
"Scott County, VA",51169,45.7,537
"Hancock County, WV",54029,45.7,537
"Cherokee County, AL",1019,45.7,537
"Marin County, CA",6041,45.7,537
"Las Animas County, CO",8071,45.7,537
"Polk County, NE",31143,45.6,547
"Warren County, NY",36113,45.6,547
"Unicoi County, TN",47171,45.6,547
"Bedford + Bedford City, VA",51019,45.6,547
"Pulaski County, VA",51155,45.6,547
"Southampton County, VA",51175,45.6,547
"Wetzel County, WV",54103,45.6,547
"Jefferson County, FL",12065,45.5,554
"Schuyler County, IL",17169,45.5,554
"Lucas County, IA",19117,45.5,554
"Garfield County, MT",30033,45.5,554
"Hunterdon County, NJ",34019,45.5,554
"Carbon County, PA",42025,45.5,554
"Somerset County, PA",42111,45.5,554
"Decatur County, TN",47039,45.5,554
"Klickitat County, WA",53039,45.5,554
"Pepin, WI",55091,45.5,554
"Monroe County, AR",5095,45.5,554
"Gem County, ID",16045,45.4,565
"Calhoun County, IA",19025,45.4,565
"Edwards County, KS",20047,45.4,565
"Kingman County, KS",20095,45.4,565
"Somerset County, ME",23025,45.4,565
"Waldo County, ME",23027,45.4,565
"Franklin County, MA",25011,45.4,565
"Houston County, MN",27055,45.4,565
"Chariton County, MO",29041,45.4,565
"Boone County, NE",31011,45.4,565
"Greene County, NY",36039,45.4,565
"Bedford County, PA",42009,45.4,565
"Orange County, VT",50017,45.4,565
"Accomack County, VA",51001,45.4,565
"Clarke County, VA",51043,45.4,565
"Franklin County, VA",51067,45.4,565
"Skamania County, WA",53059,45.4,565
"Greenbrier County, WV",54025,45.4,565
"Buffalo, WI",55011,45.4,565
"Green Lake, WI",55047,45.4,565
"Prairie County, AR",5117,45.4,565
"Inyo County, CA",6027,45.4,565
"Elbert County, CO",8039,45.4,565
"Putnam County, GA",13237,45.3,588
"Franklin County, ME",23007,45.3,588
"Holt County, NE",31089,45.3,588
"Caswell County, NC",37033,45.3,588
"Chowan County, NC",37041,45.3,588
"Dare County, NC",37055,45.3,588
"Tyrrell County, NC",37177,45.3,588
"Sargent County, ND",38081,45.3,588
"Washington County, VA",51191,45.3,588
"Ritchie County, WV",54085,45.3,588
"Lafayette County, AR",5073,45.3,588
"Seminole County, GA",13253,45.2,599
"Montgomery County, IA",19137,45.2,599
"Marshall County, KS",20117,45.2,599
"Cumberland County, KY",21057,45.2,599
"Martin County, MN",27091,45.2,599
"Carroll County, MS",28015,45.2,599
"Beaufort County, NC",37013,45.2,599
"Bottineau County, ND",38009,45.2,599
"Walsh County, ND",38099,45.2,599
"Lunenburg County, VA",51111,45.2,599
"El Dorado County, CA",6017,45.2,599
"Glades County, FL",12043,45.1,610
"Mason County, IL",17125,45.1,610
"Allamakee County, IA",19005,45.1,610
"Marion County, KS",20115,45.1,610
"Trigg County, KY",21221,45.1,610
"Monroe County, MO",29137,45.1,610
"Stokes County, NC",37169,45.1,610
"Adams County, ND",38001,45.1,610
"Hardin County, TN",47071,45.1,610
"Henry County, TN",47079,45.1,610
"Orleans County, VT",50019,45.1,610
"Galax Independent City, VA",51640,45.1,610
"Hampshire County, WV",54027,45.1,610
"Choctaw County, AL",1023,45.1,610
"Warren County, GA",13301,45,624
"Butte County, ID",16023,45,624
"Greene County, IA",19073,45,624
"Powell County, MT",30077,45,624
"Santa Fe County, NM",35049,45,624
"Bertie County, NC",37015,45,624
"Moore County, NC",37125,45,624
"Grant County, OK",40053,45,624
"Essex County, VA",51057,45,624
"Braxton County, WV",54007,45,624
"Phillips County, KS",20147,44.9,634
"Norman County, MN",27107,44.9,634
"Ralls County, MO",29173,44.9,634
"Frontier County, NE",31063,44.9,634
"Washington County, NC",37187,44.9,634
"Pushmataha County, OK",40127,44.9,634
"Oconee County, SC",45073,44.9,634
"Bland County, VA",51021,44.9,634
"Johnson County, WY",56019,44.9,634
"Coosa County, AL",1037,44.9,634
"Calhoun County, AR",5013,44.9,634
"Pickens County, GA",13227,44.8,645
"Mercer County, IL",17131,44.8,645
"Appanoose County, IA",19007,44.8,645
"Van Buren County, IA",19177,44.8,645
"Marshall County, KY",21157,44.8,645
"Garrett County, MD",24023,44.8,645
"Emmet County, MI",26047,44.8,645
"Renville County, MN",27129,44.8,645
"Shannon County, MO",29203,44.8,645
"Gage County, NE",31067,44.8,645
"Graham County, NC",37075,44.8,645
"Ransom County, ND",38073,44.8,645
"Beaver County, PA",42007,44.8,645
"Fairfield County, SC",45039,44.8,645
"Johnson County, TN",47091,44.8,645
"Leon County, TX",48289,44.8,645
"Shenandoah County, VA",51171,44.8,645
"Wirt County, WV",54105,44.8,645
"Juneau, WI",55057,44.8,645
"Waupaca, WI",55135,44.8,645
"Gilpin County, CO",8047,44.8,645
"Wilkes County, GA",13317,44.7,666
"Gallatin County, IL",17059,44.7,666
"Ida County, IA",19093,44.7,666
"Carroll County, OH",39019,44.7,666
"Cambria County, PA",42021,44.7,666
"Charlotte County, VA",51037,44.7,666
"Page County, VA",51139,44.7,666
"Hardy County, WV",54031,44.7,666
"Shawano, WI",55115,44.7,666
"Middlesex County, CT",9007,44.7,666
"Nassau County, FL",12089,44.6,676
"Pasco County, FL",12101,44.6,676
"Washington County, ID",16087,44.6,676
"Stephenson County, IL",17177,44.6,676
"Cass County, IA",19029,44.6,676
"Jackson County, IA",19097,44.6,676
"Worth County, IA",19195,44.6,676
"Cass County, MI",26027,44.6,676
"Kalkaska County, MI",26079,44.6,676
"Otsego County, MI",26137,44.6,676
"Sanilac County, MI",26151,44.6,676
"Teton County, MT",30099,44.6,676
"Gates County, NC",37073,44.6,676
"Cimarron County, OK",40025,44.6,676
"Lawrence County, PA",42073,44.6,676
"Hutchinson County, SD",46067,44.6,676
"Walworth County, SD",46129,44.6,676
"Polk County, TN",47139,44.6,676
"Madison County, VA",51113,44.6,676
"Asotin County, WA",53003,44.6,676
"Haines Borough, AK",2100,44.6,676
"Montrose County, CO",8085,44.6,676
"Gulf County, FL",12045,44.5,698
"Putnam County, FL",12107,44.5,698
"White County, GA",13311,44.5,698
"White County, IL",17193,44.5,698
"Tipton County, IN",18159,44.5,698
"Warren County, IN",18171,44.5,698
"Floyd County, IA",19067,44.5,698
"Clark County, KS",20025,44.5,698
"Luce County, MI",26095,44.5,698
"Cedar County, NE",31027,44.5,698
"Mercer County, ND",38057,44.5,698
"Erie County, OH",39043,44.5,698
"Jefferson County, OH",39081,44.5,698
"Deuel County, SD",46039,44.5,698
"Edmunds County, SD",46045,44.5,698
"Cocke County, TN",47029,44.5,698
"Sullivan County, TN",47163,44.5,698
"Houston County, TX",48225,44.5,698
"Augusta County, VA",51015,44.5,698
"Marshall County, WV",54051,44.5,698
"Nicholas County, WV",54067,44.5,698
"Polk, WI",55095,44.5,698
"Richland, WI",55103,44.5,698
"Shelby County, IL",17173,44.4,721
"Hardin County, IA",19083,44.4,721
"Wright County, IA",19197,44.4,721
"Coffey County, KS",20031,44.4,721
"York County, ME",23031,44.4,721
"Douglas County, MN",27041,44.4,721
"Freeborn County, MN",27047,44.4,721
"Cedar County, MO",29039,44.4,721
"Fayette County, PA",42051,44.4,721
"Fayette County, TN",47047,44.4,721
"Comanche County, TX",48093,44.4,721
"Cumberland County, VA",51049,44.4,721
"Isle of Wight County, VA",51093,44.4,721
"Manitowoc, WI",55071,44.4,721
"Carroll County, AR",5015,44.4,721
"Palm Beach County, FL",12099,44.3,736
"St. Lucie County, FL",12111,44.3,736
"Iroquois County, IL",17075,44.3,736
"Owen County, IN",18119,44.3,736
"Cerro Gordo County, IA",19033,44.3,736
